Destination Name,Category,Price,Rating,Reviews,Latitude,Longitude,Region,Description,Tags,Location,Best Time to Visit,,Image URL
Fuerte de la Concepcion y del Triunfo (Cotta Fort),Historical,8000,4.4,-62,8.5127767,123.6144255,Northern Mindanao,,,,,,
Punto de Desembarco de Rizal en Dapitan,Historical,8000,4.5,-448,8.6564259,122.1993775,Northern Mindanao,,,,,,
Ruins of the Old Spanish Church of Bonbon,Historical,8000,4.4,-942,8.6564259,122.1993775,Northern Mindanao,,,,,,
Labanan sa Burol ng Makahambus Historical Marker,Historical,8000,5,-2,8.6564259,122.1993775,Northern Mindanao,,,,,,
Dahilayan Adventure Park,Parks,8000,4.5,"-1,582",8.1393825,124.5490478,Northern Mindanao,,,,,,
Dahilayan Forest Park,Parks,10000,4.6,"-3,734",8.1393825,124.5490478,Northern Mindanao,,,,,,
Dahilayan Forest and Adventure Park,Parks,10000,4.6,-963,8.1393825,124.5490478,Northern Mindanao,,,,,,
Mount Kitanglad Range Natural Park,Parks,10000,4.7,-60,8.1393825,124.5490478,Northern Mindanao,,,,,,
Kaamulan Park,Parks,10000,4.5,-281,8.1393825,124.5490478,Northern Mindanao,,,,,,
Butuan National Museum,Museums,10000,4.3,"-2,075",8.1393825,124.5490478,Northern Mindanao,,,,,,
National Museum of the Philippines - Davao,Museums,10000,4.7,-460,8.1393825,124.5490478,Northern Mindanao,,,,,,
Museum of Three Cultures,Museums,10000,4.4,-285,10.8181776,120.6727006,Northern Mindanao,,,,,,
City Museum of Cagayan de Oro and Heritage Studies Center,Museums,10000,4.8,-126,10.8181776,120.6727006,Northern Mindanao,,,,,,
CMU Museum,Museums,10000,4.5,-120,10.8181776,120.6727006,Northern Mindanao,,,,,,
D' Bone Collector Museum,Museums,10000,4.1,-50,10.8181776,120.6727006,Northern Mindanao,,,,,,
Aga Khan Museum (University Museum),Museums,10000,4.1,-15,10.8181776,120.6727006,Northern Mindanao,,,,,,
Mount Malindang Range Natural Park,Natural,10000,4.5,-691,10.8181776,120.6727006,Northern Mindanao,,,,,,
Mount Kalatungan Range National Park,Natural,10000,4.4,-59,10.8181776,120.6727006,Northern Mindanao,,,,,,
Tiklas Falls,Natural,10000,4.6,-46,8.2875536,122.4204738,Northern Mindanao,,,,,,
Mount Balatukan Range National Park,Natural,10000,4.3,-101,8.2875536,122.4204738,Northern Mindanao,,,,,,
Sagpulon Falls and Spring,Landmarks,10000,4.5,"-1,582",7.6026263,123.9288336,Northern Mindanao,,,,,,
F.S Catanico Falls,Landmarks,10000,4.8,-16,7.6026263,123.9288336,Northern Mindanao,,,,,,
Misamis Oriental Cultural Heritage Monument,Cultural,10000,4,-57,8.7581125,123.901377,Northern Mindanao,,,,,,
La Castilla,Cultural,10000,4.3,-11,8.7581125,123.901377,Northern Mindanao,,,,,,
Bluewater Cave,Caves,10000,4.6,-963,8.7581125,123.901377,Northern Mindanao,,,,,,
Sumalsag Cave,Caves,10000,4.2,-166,8.6601253,123.9704358,Northern Mindanao,,,,,,
Kalubihon Cave,Caves,10000,4.4,-62,8.1403248,123.2370611,Northern Mindanao,,,,,,
Miabo Cave & Refreshment Pool,Caves,10000,4.4,-349,8.2529242,123.9726039,Northern Mindanao,,,,,,
Sikyop Underground River Cave,Caves,10000,4.3,-211,8.2529242,123.9726039,Northern Mindanao,,,,,,
Salawao Caves,Caves,10000,4.5,-13,8.2529242,123.9726039,Northern Mindanao,,,,,,
Camiguin Island,Islands,10000,4.4,-942,9.2019348,124.0249939,Northern Mindanao,,,,,,
N/A,Islands,10000,4.6,-22,8.4469218,123.9786117,Northern Mindanao,,,,,,
Lake Apo,Lakes,10000,4.5,-11,8.403091,123.8135168,Northern Mindanao,,,,,,
Lake Napalit,Lakes,10000,4.5,-120,8.403091,123.8135168,Northern Mindanao,,,,,,
Lake Duminagat,Lakes,10000,4.2,-92,8.403091,123.8135168,Northern Mindanao,,,,,,
Pulangi Lake,Lakes,10000,4.3,-351,8.403091,123.8135168,Northern Mindanao,,,,,,
Lake Pinamalay,Lakes,10000,4.2,-166,8.403091,123.8135168,Northern Mindanao,,,,,,
Baloi Lake,Lakes,10000,4.5,-448,8.6564259,122.1993775,Northern Mindanao,,,,,,
Lake Talao,Lakes,10000,4.2,-35,8.6564259,122.1993775,Northern Mindanao,,,,,,
,,,4.3,-103,7.9573783,124.426499,Northern Mindanao,,,,,,
,,,4.3,-12,7.9573783,124.426499,Northern Mindanao,,,,,,
,,,4.2,-166,7.9573783,124.426499,Northern Mindanao,,,,,,
,,,N/A,N/A,8.3089317,123.6687854,Northern Mindanao,,,,,,
,,,4.3,-12,7.5348375,124.3052314,Northern Mindanao,,,,,,
,,,4.9,-60,8.2468236,123.8126956,Northern Mindanao,,,,,,
,,,5,-4,7.9011472,124.6240358,Northern Mindanao,,,,,,
,,,4.7,-910,7.6974319,122.9328285,Northern Mindanao,,,,,,
,,,N/A,N/A,N/A,N/A,Northern Mindanao,,,,,,
,,,4.5,-258,8.3310821,123.6889278,Northern Mindanao,,,,,,
,,,4.5,-46,8.3310821,123.6889278,Northern Mindanao,,,,,,
,,,4.7,-26,8.3310821,123.6889278,Northern Mindanao,,,,,,
,,,4.1,-14,8.3310821,123.6889278,Northern Mindanao,,,,,,
,,,5,-1,8.3310821,123.6889278,Northern Mindanao,,,,,,
,,,4.4,-23,8.3310821,123.6889278,Northern Mindanao,,,,,,
,,,5,-1,8.3310821,123.6889278,Northern Mindanao,,,,,,
,,,4.5,-11,8.403091,123.8528235,Northern Mindanao,,,,,,
,,,4.2,-166,8.403091,123.8528235,Northern Mindanao,,,,,,
,,,4.2,-92,8.403091,123.8528235,Northern Mindanao,,,,,,
,,,4.3,-351,8.403091,123.8528235,Northern Mindanao,,,,,,
,,,4.4,-62,8.403091,123.8528235,Northern Mindanao,,,,,,
,,,4.3,"-2,075",8.403091,123.8528235,Northern Mindanao,,,,,,
,,,4.2,-35,8.403091,123.8528235,Northern Mindanao,,,,,,
People’s Park,Tourist,10000,4.5,"-5,250",7.3645364,125.4483553,Davao Region,,,,,,
Pangyan Falls,Tourist,10000,4.3,-153,7.3645364,125.4483553,Davao Region,,,,,,
Mount Apo Natural Park,Tourist,10000,4.6,-728,6.9876699,124.6593704,Davao Region,,,,,,
Davao Riverfront Crocodile Park & Zoo,Tourist,10000,4.4,"-3,887",6.9876699,124.6593704,Davao Region,,,,,,
Philippine Eagle Center,Tourist,10000,4.4,"-1,295",6.9876699,124.6593704,Davao Region,,,,,,
Pulang Bato Falls,Tourist,10000,4.8,-29,6.9876699,124.6593704,Davao Region,,,,,,
Hagimit Falls,Tourist,10000,4.2,-471,6.9876699,124.6593704,Davao Region,,,,,,
Mount Apo,Mountains,10000,4.6,-464,6.9874561,124.6612552,Davao Region,,,,,,
Mount Sibulan,Mountains,10000,5,-3,6.9874561,124.6612552,Davao Region,,,,,,
Mount Tagubud,Mountains,10000,3.9,-43,7.445,125.6169254,Davao Region,,,,,,
Mount Hamiguitan,Mountains,10000,4.5,-86,6.74,125.5719254,Davao Region,,,,,,
Kwagsik Falls,Waterfalls,10000,4.6,-12,7.4602086,124.6575033,Davao Region,,,,,,
Epol Falls,Waterfalls,10000,4.3,-153,7.0908922,125.574114,Davao Region,,,,,,
Antag Falls,Waterfalls,10000,4.2,-471,7.0908922,125.574114,Davao Region,,,,,,
Sicao Falls,Waterfalls,10000,4.3,-75,7.4533962,124.6275368,Davao Region,,,,,,
Kipilas Falls,Waterfalls,10000,4.3,-21,7.4533962,124.6275368,Davao Region,,,,,,
Times Beach,Beaches,10000,4.5,-4,7.4533962,124.6275368,Davao Region,,,,,,
Hidden Paradise Beach,Beaches,10000,4.6,-36,7.4533962,124.6275368,Davao Region,,,,,,
Cuaco Beach,Beaches,10000,3.8,-226,6.7839664,125.5180862,Davao Region,,,,,,
Bonguyan Beach,Beaches,10000,4.3,-26,6.7839664,125.5180862,Davao Region,,,,,,
Dahican Beach,Beaches,10000,3.8,-105,6.7839664,125.5180862,Davao Region,,,,,,
Dayang Beach Resort,Beaches,10000,3.7,-58,6.7839664,125.5180862,Davao Region,,,,,,
SLYap Beach,Beaches,10000,4.6,-187,6.7839664,125.5180862,Davao Region,,,,,,
Museo Dabawenyo,Historical,10000,3.6,-205,6.7839664,125.5180862,Davao Region,,,,,,
Japanese Tunnel,Historical,10000,5,-1,6.7839664,125.5180862,Davao Region,,,,,,
National Museum of the Philippines - Davao,Historical,10000,4.4,-488,6.9703721,125.1360979,Davao Region,,,,,,
Davao Museum of History and Ethnography,Historical,10000,4.1,-689,6.9703721,125.1360979,Davao Region,,,,,,
D' Bone Collector Museum,Historical,10000,4.8,-126,6.9703721,125.1360979,Davao Region,,,,,,
The Commemorative Monument of Peace and Unity,Historical,10000,4.4,"-1,295",6.9703721,125.1360979,Davao Region,,,,,,
Rizal Park,Parks,10000,4.1,-116,6.9703721,125.1360979,Davao Region,,,,,,
Ramon Magsaysay Park,Parks,10000,4.5,-691,6.9703721,125.1360979,Davao Region,,,,,,
Crocodile Park Picnic Grounds,Parks,10000,4.6,-22,6.9703721,125.1360979,Davao Region,,,,,,
Eden Nature Park & Resort,Parks,10000,4.5,"-5,250",7.2385218,125.5105512,Davao Region,,,,,,
Osmeña Park,Parks,10000,4.3,"-1,029",7.2385218,125.5105512,Davao Region,,,,,,
Subangan Museum,Museums,10000,4.2,"-2,283",7.2385218,125.5105512,Davao Region,,,,,,
Reel to Real 3D Tricks and Arts,Museums,10000,4.7,-44,7.2385218,125.5105512,Davao Region,,,,,,
Mini Asik-Asik Falls,Natural,10000,4.4,"-3,887",7.2385218,125.5105512,Davao Region,,,,,,
Tagbibinta Falls,Natural,10000,4.5,"-2,780",7.0292029,125.0943979,Davao Region,,,,,,
San Pedro Metropolitan Cathedral,Landmarks,10000,4.2,-478,7.0292029,125.0943979,Davao Region,,,,,,
Chinatown Arch,Landmarks,10000,4.4,-488,7.0791656,125.299776,Davao Region,,,,,,
Tribu K'Mindanawan Cultural Village,Cultural,10000,4.8,-126,7.0791656,125.299776,Davao Region,,,,,,
Su'bon Cave,Caves,10000,4.5,-691,7.0791656,125.299776,Davao Region,,,,,,
Monfort Bat Sanctuary,Caves,10000,4.1,-116,7.0791656,125.299776,Davao Region,,,,,,
Combilan Cave,Caves,10000,4.5,-592,6.9441372,125.9435155,Davao Region,,,,,,
Okbot Cave,Caves,10000,3.5,-39,7.089947,125.3172314,Davao Region,,,,,,
Labas Bantong Cave and Falls (Soliman Cave),Caves,10000,4.4,"-1,295",7.18498,124.8055492,Davao Region,,,,,,
Wano Cave,Caves,10000,4.2,-471,7.18498,124.8055492,Davao Region,,,,,,
Bandihan Cave,Caves,10000,4.6,-728,7.18498,124.8055492,Davao Region,,,,,,
Talikud Island,Islands,10000,4.8,-78,7.18498,124.8055492,Davao Region,,,,,,
Pujada Island,Islands,10000,4.3,-153,7.0908922,125.574114,Davao Region,,,,,,
Samal Island,Islands,10000,4.4,-267,7.0908922,125.574114,Davao Region,,,,,,
Sigaboy Island,Islands,10000,4.6,-36,7.524639,124.6556878,Davao Region,,,,,,
Wishing Island,Islands,10000,4.4,"-3,887",7.2693331,125.5609578,Davao Region,,,,,,
Vanishing Island,Islands,10000,4.4,"-1,295",7.18498,124.8055492,Davao Region,,,,,,
Waniban Island,Islands,10000,4.6,"-1,490",7.18498,124.8055492,Davao Region,,,,,,
Lake Leonard,Lakes,10000,4.6,-22,7.18498,124.8055492,Davao Region,,,,,,
Lake Venado,Lakes,10000,4.2,-91,7.18498,124.8055492,Davao Region,,,,,,
Lake Carolina,Lakes,10000,4.2,-478,7.18498,124.8055492,Davao Region,,,,,,
Lake Lupisan,Lakes,10000,4.4,-488,7.18498,124.8055492,Davao Region,,,,,,
Mt. Apo Dead Lake,Lakes,10000,4.8,-126,7.3427704,125.4924946,Davao Region,,,,,,
Tublihon Lake,Lakes,10000,4.3,-149,7.3427704,125.4924946,Davao Region,,,,,,
Forest Lake - Maa,Lakes,10000,4.4,-488,7.3427704,125.4924946,Davao Region,,,,,,
,,,4.2,"-2,283",7.3427704,125.4924946,Davao Region,,,,,,
,,,4.4,"-3,887",7.3427704,125.4924946,Davao Region,,,,,,
,,,4.5,-592,7.3427704,125.4924946,Davao Region,,,,,,
,,,4.4,"-1,295",7.18498,124.8055492,Davao Region,,,,,,
,,,4.7,-15,7.1728066,125.0506795,Davao Region,,,,,,
,,,4.5,-470,7.1728066,125.0506795,Davao Region,,,,,,
,,,4.8,-4,7.1728066,125.0506795,Davao Region,,,,,,
,,,3.5,-4,7.1728066,125.0506795,Davao Region,,,,,,
,,,4.8,-4,7.1728066,125.0506795,Davao Region,,,,,,
,,,5,-1,7.1728066,125.0506795,Davao Region,,,,,,
,,,5,-1,7.1728066,125.0506795,Davao Region,,,,,,
,,,4.6,-239,6.9293082,125.0927198,Davao Region,,,,,,
,,,4.5,-59,6.9293082,125.0927198,Davao Region,,,,,,
,,,4.5,-538,6.9293082,125.0927198,Davao Region,,,,,,
,,,4,-22,6.9293082,125.0927198,Davao Region,,,,,,
,,,4.4,-31,6.9293082,125.0927198,Davao Region,,,,,,
,,,4.4,-85,6.9293082,125.0927198,Davao Region,,,,,,
,,,4.8,-12,6.9293082,125.0927198,Davao Region,,,,,,
,,,4.3,-44,6.7397916,125.2380425,Davao Region,,,,,,
,,,4.8,-17,6.7397916,125.2380425,Davao Region,,,,,,
,,,4.8,-20,6.7397916,125.2380425,Davao Region,,,,,,
,,,5,-2,6.7397916,125.2380425,Davao Region,,,,,,
,,,1,-1,6.7397916,125.2380425,Davao Region,,,,,,
,,,N/A,N/A,6.7397916,125.2380425,Davao Region,,,,,,
,,,4.4,-106,6.7397916,125.2380425,Davao Region,,,,,,
,,,4.6,-728,7.0059493,125.1259206,Davao Region,,,,,,
,,,4.4,-488,7.0059493,125.1259206,Davao Region,,,,,,
,,,4.8,-126,7.0059493,125.1259206,Davao Region,,,,,,
,,,4.3,-149,7.0059493,125.1259206,Davao Region,,,,,,
,,,4.1,-689,7.0059493,125.1259206,Davao Region,,,,,,
,,,4.1,-116,7.0059493,125.1259206,Davao Region,,,,,,
,,,4.2,-478,7.0059493,125.1259206,Davao Region,,,,,,
Surallah Tri-People Monument,Tourist,10000,4.6,-172,6.4147129,124.4904269,SOCCSKSARGEN,,,,,,
Lake Sebu's 7 Falls,Tourist,10000,4.6,-501,6.4147129,124.4904269,SOCCSKSARGEN,,,,,,
Seven Falls and Zipline,Tourist,10000,4.6,-579,6.4147129,124.4904269,SOCCSKSARGEN,,,,,,
Magsangyaw Land of Praise,Tourist,10000,4.7,-177,6.4147129,124.4904269,SOCCSKSARGEN,,,,,,
Bangkang Dahon,Tourist,10000,N/A,N/A,6.4147129,124.4904269,SOCCSKSARGEN,,,,,,
Mambukal Hot Sulphur Spring Resort,Tourist,10000,4.3,-246,6.4147129,124.4904269,SOCCSKSARGEN,,,,,,
Nature's Hot Spring in barangay Lamhako,Tourist,10000,N/A,N/A,6.4147129,124.4904269,SOCCSKSARGEN,,,,,,
The Grand La Palmera Mountain Ridge,Mountains,10000,4.5,-219,6.54223,124.7090971,SOCCSKSARGEN,,,,,,
Mount Alpha,Mountains,10000,5,-4,6.54223,124.7090971,SOCCSKSARGEN,,,,,,
Mount Busa,Mountains,10000,3.8,-33,6.54223,124.7090971,SOCCSKSARGEN,,,,,,
Taplan Mountains,Mountains,10000,N/A,N/A,6.54223,124.7090971,SOCCSKSARGEN,,,,,,
Mountains of Masalangtang,Mountains,10000,N/A,N/A,6.54223,124.7090971,SOCCSKSARGEN,,,,,,
Horse Mountain,Mountains,10000,N/A,N/A,6.54223,124.7090971,SOCCSKSARGEN,,,,,,
Kioto Mountains,Mountains,10000,3.8,-13,6.54223,124.7090971,SOCCSKSARGEN,,,,,,
Alamada Falls,Waterfalls,10000,4.6,-501,6.8686592,124.0272976,SOCCSKSARGEN,,,,,,
Matigol Falls,Waterfalls,10000,4.6,-579,6.8686592,124.0272976,SOCCSKSARGEN,,,,,,
St. Catherine Falls,Waterfalls,10000,4.6,-32,6.8686592,124.0272976,SOCCSKSARGEN,,,,,,
Taal Falls,Waterfalls,10000,4.6,-122,6.8686592,124.0272976,SOCCSKSARGEN,,,,,,
Basag Falls,Waterfalls,10000,4.6,-9,6.8686592,124.0272976,SOCCSKSARGEN,,,,,,
Renzo Beach,Beaches,10000,4.6,-27,6.8686592,124.0272976,SOCCSKSARGEN,,,,,,
Bauin Beach,Beaches,10000,4.4,-35,6.8686592,124.0272976,SOCCSKSARGEN,,,,,,
Susan's Beach,Beaches,10000,4,-2,6.1793145,124.3293454,SOCCSKSARGEN,,,,,,
Wasag Beach,Beaches,10000,3,-2,6.1793145,124.3293454,SOCCSKSARGEN,,,,,,
Mindupok Beach,Beaches,10000,4,-157,6.1793145,124.3293454,SOCCSKSARGEN,,,,,,
Malisbeng Beach,Beaches,10000,4,-5,6.2733333,123.547481,SOCCSKSARGEN,,,,,,
Bula Beach,Beaches,10000,5,-1,6.2733333,123.547481,SOCCSKSARGEN,,,,,,
Colonos Shrine,Historical,10000,5,-1,6.2733333,123.547481,SOCCSKSARGEN,,,,,,
South Cotabato Landmark,Historical,10000,4.6,-5,6.1061111,124.5730366,SOCCSKSARGEN,,,,,,
Historical Japanese Tunnel,Historical,10000,4.1,-38,6.4442406,124.3597218,SOCCSKSARGEN,,,,,,
Harpy Tree,Historical,10000,4.3,-8,6.4442406,124.3597218,SOCCSKSARGEN,,,,,,
Uma ni Sabay Coman,Historical,10000,4.3,-20,6.4442406,124.3597218,SOCCSKSARGEN,,,,,,
Fort Pikit,Historical,10000,5,-2,6.4442406,124.3597218,SOCCSKSARGEN,,,,,,
Bansada Agri-Eco Adventure Park,Parks,10000,5,-1,6.4442406,124.3597218,SOCCSKSARGEN,,,,,,
Mafoko Adventure Park,Parks,10000,4.6,-172,6.4442406,124.3597218,SOCCSKSARGEN,,,,,,
Mariano's Blooming Agri-Tourism Park,Parks,10000,3.7,-30,6.4442406,124.3597218,SOCCSKSARGEN,,,,,,
Renaissance Park,Parks,10000,4.7,-200,6.4217755,124.525152,SOCCSKSARGEN,,,,,,
Mt. Zymon Mountain View and Forest Park,Parks,10000,4.5,-15,6.4217755,124.525152,SOCCSKSARGEN,,,,,,
General Santos City Oval Plaza,Parks,10000,4.2,-569,6.4217755,124.525152,SOCCSKSARGEN,,,,,,
Museyo Kutawato,Museums,10000,4.6,-19,6.4217755,124.525152,SOCCSKSARGEN,,,,,,
T'boli Museum,Museums,10000,5,-1,6.4217755,124.525152,SOCCSKSARGEN,,,,,,
South Cotabato Museum,Museums,10000,4.6,-579,6.4217755,124.525152,SOCCSKSARGEN,,,,,,
Lamlifew Living Museum,Museums,10000,4.3,-940,6.4217755,124.525152,SOCCSKSARGEN,,,,,,
General Paulino Santos Museum,Museums,10000,4.5,-72,N/A,N/A,SOCCSKSARGEN,,,,,,
Ramas Toy Museum,Museums,10000,4.3,-40,N/A,N/A,SOCCSKSARGEN,,,,,,
Cotabato Museum,Museums,10000,3,-2,6.8380207,124.2680619,SOCCSKSARGEN,,,,,,
Bakngeb River Cave,Natural,10000,4.8,-4,6.8380207,124.2680619,SOCCSKSARGEN,,,,,,
Hidak Falls,Natural,10000,4.7,-3,6.8380207,124.2680619,SOCCSKSARGEN,,,,,,
Lamtiles Nature Park,Natural,10000,5,-4,6.8380207,124.2680619,SOCCSKSARGEN,,,,,,
Mount Apo Natural Park,Natural,10000,3.5,-19,6.8380207,124.2680619,SOCCSKSARGEN,,,,,,
Matalam Roundabout,Landmarks,10000,4.2,-56,6.6569478,124.6427271,SOCCSKSARGEN,,,,,,
Tboli Roundball,Landmarks,10000,4.6,-501,6.6569478,124.6427271,SOCCSKSARGEN,,,,,,
Japanese Abandoned Worldwar Bunker,Landmarks,10000,4.4,-35,6.6569478,124.6427271,SOCCSKSARGEN,,,,,,
Lang Dulay Weaving Center,Cultural,10000,4.6,-579,6.6569478,124.6427271,SOCCSKSARGEN,,,,,,
Jose Rizal Statue,Cultural,10000,4.2,-10,6.6569478,124.6427271,SOCCSKSARGEN,,,,,,
Sto. Niño Roundball,Cultural,10000,3.6,-10,6.6569478,124.6427271,SOCCSKSARGEN,,,,,,
South Cotabato Gymnasium and Cultural Center,Cultural,10000,4.6,-728,6.6569478,124.6427271,SOCCSKSARGEN,,,,,,
Lake Sebu South Cotabato,Cultural,10000,4.6,-172,6.5923525,124.6306288,SOCCSKSARGEN,,,,,,
Malire Cave,Caves,10000,3.7,-30,6.5923525,124.6306288,SOCCSKSARGEN,,,,,,
Su'bon Cave,Caves,10000,4.7,-177,6.5923525,124.6306288,SOCCSKSARGEN,,,,,,
Kofnit Cave,Caves,10000,4.3,-175,6.5923525,124.6306288,SOCCSKSARGEN,,,,,,
Kutawato Cave,Caves,10000,4.3,-8,6.5923525,124.6306288,SOCCSKSARGEN,,,,,,
Miracle Cave,Caves,10000,4.6,-34,6.5923525,124.6306288,SOCCSKSARGEN,,,,,,
Lion Cave,Caves,10000,4.1,-41,6.5923525,124.6306288,SOCCSKSARGEN,,,,,,
San Fernando Island,Islands,10000,4.6,-172,6.5878346,124.5958921,SOCCSKSARGEN,,,,,,
Nangan Island,Islands,10000,4.6,-47,6.5878346,124.5958921,SOCCSKSARGEN,,,,,,
Kudal Island,Islands,10000,4.5,-72,6.5878346,124.5958921,SOCCSKSARGEN,,,,,,
Kabaksalan Island,Islands,10000,4.6,-29,6.5878346,124.5958921,SOCCSKSARGEN,,,,,,
Tugaya Island,Islands,10000,4.5,-75,6.5878346,124.5958921,SOCCSKSARGEN,,,,,,
Mindanao,Islands,10000,4.2,-320,6.5878346,124.5958921,SOCCSKSARGEN,,,,,,
Douyar Island,Islands,10000,4.7,-16,6.5878346,124.5958921,SOCCSKSARGEN,,,,,,
Lake Lahit,Lakes,10000,4.2,-56,6.6874967,124.0946793,SOCCSKSARGEN,,,,,,
Lake Sebu,Lakes,10000,5,-2,6.6874967,124.0946793,SOCCSKSARGEN,,,,,,
Lake Mopong,Lakes,10000,4.7,-15,6.6874967,124.0946793,SOCCSKSARGEN,,,,,,
Maughan Lake,Lakes,10000,3.7,-3,6.6874967,124.0946793,SOCCSKSARGEN,,,,,,
Lake Nungon,Lakes,10000,4.3,-14,6.6874967,124.0946793,SOCCSKSARGEN,,,,,,
Lake Nongon,Lakes,10000,N/A,N/A,6.6874967,124.0946793,SOCCSKSARGEN,,,,,,
SG Farm,Heritage,10000,4.7,-3,6.6874967,124.0946793,SOCCSKSARGEN,,,,,,
Tour Town Glan Monument,Heritage,10000,N/A,N/A,7.6075721,122.9328283,SOCCSKSARGEN,,,,,,
Kiambing Pawikan Sanctuary,Heritage,10000,3,-1,7.6075721,122.9328283,SOCCSKSARGEN,,,,,,
,,,N/A,N/A,7.6075721,122.9328283,SOCCSKSARGEN,,,,,,
,,,1,-1,7.6075721,122.9328283,SOCCSKSARGEN,,,,,,
,,,N/A,N/A,7.6075721,122.9328283,SOCCSKSARGEN,,,,,,
,,,4.5,"-2,413",7.6075721,122.9328283,SOCCSKSARGEN,,,,,,
,,,N/A,N/A,7.6075721,122.9328283,SOCCSKSARGEN,,,,,,
,,,4.7,-19,6.547585,124.6672571,SOCCSKSARGEN,,,,,,
,,,4.6,-501,6.547585,124.6672571,SOCCSKSARGEN,,,,,,
,,,4.6,-125,6.547585,124.6672571,SOCCSKSARGEN,,,,,,
,,,N/A,N/A,6.547585,124.6672571,SOCCSKSARGEN,,,,,,
,,,4.8,-29,6.547585,124.6672571,SOCCSKSARGEN,,,,,,
,,,5,-2,6.547585,124.6672571,SOCCSKSARGEN,,,,,,
,,,4.8,-4,6.547585,124.6672571,SOCCSKSARGEN,,,,,,
,,,4.1,-38,6.4436984,124.0723149,SOCCSKSARGEN,,,,,,
,,,4.6,-47,6.4436984,124.0723149,SOCCSKSARGEN,,,,,,
,,,4.3,-40,6.4436984,124.0723149,SOCCSKSARGEN,,,,,,
,,,4.5,"-1,067",6.4436984,124.0723149,SOCCSKSARGEN,,,,,,
,,,4.4,-302,6.4436984,124.0723149,SOCCSKSARGEN,,,,,,
,,,4.1,-28,6.4436984,124.0723149,SOCCSKSARGEN,,,,,,
,,,4.6,-172,6.4436984,124.0723149,SOCCSKSARGEN,,,,,,
Tinuy-an Falls,Tourist,10000,4.6,"-1,367",8.7913916,125.1468406,Caraga,,,,,,
Enchanted River,Tourist,10000,4.6,"-1,872",8.7913916,125.1468406,Caraga,,,,,,
Kitcharao Viewing Deck,Tourist,10000,4.3,-119,8.7913916,125.1468406,Caraga,,,,,,
Tagnote Falls,Tourist,10000,4.3,-129,8.7913916,125.1468406,Caraga,,,,,,
Kawa-kawa sa Awog,Tourist,10000,4.5,-50,8.7913916,125.1468406,Caraga,,,,,,
Laswitan Falls and Lagoon,Tourist,10000,4.4,-263,8.7913916,125.1468406,Caraga,,,,,,
Bao-bao Falls,Tourist,10000,4.5,-145,8.7913916,125.1468406,Caraga,,,,,,
Telegraph Mountain,Mountains,10000,N/A,N/A,8.8363091,124.9595899,Caraga,,,,,,
Banatayan Mountains,Mountains,10000,4,-1,8.8363091,124.9595899,Caraga,,,,,,
Mount Pongkay,Mountains,10000,4.7,-15,8.8363091,124.9595899,Caraga,,,,,,
Javier Mountains,Mountains,10000,N/A,N/A,8.8363091,124.9595899,Caraga,,,,,,
Bantayan Mountains,Mountains,10000,N/A,N/A,8.8363091,124.9595899,Caraga,,,,,,
Painted Hills,Mountains,10000,N/A,N/A,8.8363091,124.9595899,Caraga,,,,,,
Mount Maiyapay,Mountains,10000,4.6,-9,8.8363091,124.9595899,Caraga,,,,,,
Bega Falls,Waterfalls,10000,4.6,"-1,367",8.6600617,124.6670209,Caraga,,,,,,
Lambingan Falls,Waterfalls,10000,4.3,-129,8.6600617,124.6670209,Caraga,,,,,,
Taktak Falls,Waterfalls,10000,4.7,-112,8.6600617,124.6670209,Caraga,,,,,,
Togonan Falls,Waterfalls,10000,4.3,-20,8.6600617,124.6670209,Caraga,,,,,,
Linayapan falls,Waterfalls,10000,3.7,-295,8.6600617,124.6670209,Caraga,,,,,,
Punta Bilar White Beach,Beaches,10000,4.5,-120,8.6600617,124.6670209,Caraga,,,,,,
Paradise Beach,Beaches,10000,N/A,N/A,8.6600617,124.6670209,Caraga,,,,,,
Hagonoy island Beach,Beaches,10000,3.2,-5,8.5833073,124.5671481,Caraga,,,,,,
Caasinan Beach,Beaches,10000,4.1,-11,8.5833073,124.5671481,Caraga,,,,,,
Calo Beach,Beaches,10000,4.6,-140,8.5833073,124.5671481,Caraga,,,,,,
San Luis Beach,Beaches,10000,3.9,-132,8.5833073,124.5671481,Caraga,,,,,,
Pamela Beach,Beaches,10000,4.2,-48,8.5833073,124.5671481,Caraga,,,,,,
Banza Church Ruins,Historical,10000,5,-5,8.5833073,124.5671481,Caraga,,,,,,
Balanghai Boat Replica Site,Historical,10000,4.1,-19,8.5833073,124.5671481,Caraga,,,,,,
"Mt. Mina-Asug,La Fraternidad,Tubay,Agusan del Norte",Historical,10000,4.1,-99,8.5754066,125.0391633,Caraga,,,,,,
Butuan National Museum,Historical,10000,3.9,-37,8.5754066,125.0391633,Caraga,,,,,,
Butuan Archaeological Park,Historical,10000,2.5,-2,8.5754066,125.0391633,Caraga,,,,,,
WOLF PINES ESTATE,Historical,10000,4.4,-285,8.5754066,125.0391633,Caraga,,,,,,
Welcome to Caraga Region,Historical,10000,4.3,-169,8.5754066,125.0391633,Caraga,,,,,,
Calo Nature Park,Parks,10000,5,-1,8.5754066,125.0391633,Caraga,,,,,,
Bood Eco Park,Parks,10000,5,-1,8.5754066,125.0391633,Caraga,,,,,,
Talacogon Park,Parks,10000,4.6,-17,8.7053181,125.222312,Caraga,,,,,,
