Destination Name,Category,Price,Rating,Reviews,Latitude,Longitude,Region,Description,Tags,Location,Best Time to Visit,,Image URL
Sudlon National Park,Parks,8000,4.4,"-1,170",10.4546604,123.1717914,Central Visayas,,,,,,
Makapiko Nature Park and Restaurant,Parks,8000,4.6,-220,10.4041939,123.0211402,Central Visayas,,,,,,
D' Family Park,Parks,8000,4.3,-146,10.4041939,123.0211402,Central Visayas,,,,,,
Danao Adventure Park,Parks,8000,4.6,-14,10.4041939,123.0211402,Central Visayas,,,,,,
Sikatuna Mirror of The World,Parks,8000,4.1,-526,10.4041939,123.0211402,Central Visayas,,,,,,
Loboc Ecotourism Adventure Park,Parks,8000,4.4,-526,10.4041939,123.0211402,Central Visayas,,,,,,
Archdiocesan Museum of Cebu,Museums,8000,4.4,"-1,535",10.4041939,123.0211402,Central Visayas,,,,,,
National Museum of the Philippines Bohol,Museums,8000,4.6,"-1,289",10.4041939,123.0211402,Central Visayas,,,,,,
National Museum of the Philippines - Cebu,Museums,8000,4.6,"-1,160",10.1381774,123.0002733,Central Visayas,,,,,,
Sugbu Chinese Heritage Museum,Museums,8000,4.3,-352,10.1381774,123.0002733,Central Visayas,,,,,,
Silliman University Anthropology Museum,Museums,8000,4.5,-289,10.1381774,123.0002733,Central Visayas,,,,,,
Nova Shell Museum,Museums,8000,4.6,-491,10.1381774,123.0002733,Central Visayas,,,,,,
Kanlaob Falls,Natural,8000,4.1,-58,10.1381774,123.0002733,Central Visayas,,,,,,
Kandungaw Peak,Natural,8000,4.4,-250,10.1381774,123.0002733,Central Visayas,,,,,,
Philippine Tarsier Sanctuary,Natural,8000,3.9,-393,10.1381774,123.0002733,Central Visayas,,,,,,
Chocolate Hills Viewing Deck,Landmarks,8000,4.6,-14,9.9467691,123.5344765,Central Visayas,,,,,,
Punta Cruz Watchtower,Landmarks,8000,4.5,"-5,268",9.8035007,122.7645903,Central Visayas,,,,,,
Temple of Leah,Cultural,8000,4.5,-14,9.8035007,122.7645903,Central Visayas,,,,,,
D'Clam Cave,Caves,8000,4.7,-188,9.8035007,122.7645903,Central Visayas,,,,,,
Princess Manan-aw Cave.,Caves,8000,4.4,"-1,980",9.6642323,123.4687328,Central Visayas,,,,,,
Paraiso Cave,Caves,8000,4.3,"-3,310",9.6642323,123.4687328,Central Visayas,,,,,,
Cantabon Cave,Caves,8000,4.3,-146,9.6642323,123.4687328,Central Visayas,,,,,,
Batungay Caverns,Caves,8000,4.4,"-11,333",10.0766749,123.4750895,Central Visayas,,,,,,
Bukilat Cave,Caves,8000,4.4,"-1,823",10.0766749,123.4750895,Central Visayas,,,,,,
Negros,Islands,8000,4.6,"-1,160",10.0766749,123.4750895,Central Visayas,,,,,,
Samar Island,Islands,8000,4.6,-262,10.0766749,123.4750895,Central Visayas,,,,,,
Bantayan Island,Islands,8000,4.4,-253,10.0766749,123.4750895,Central Visayas,,,,,,
Pacijan Island,Islands,8000,4.4,-211,10.0766749,123.4750895,Central Visayas,,,,,,
Cebu,Islands,8000,4.5,-411,10.0766749,123.4750895,Central Visayas,,,,,,
Mactan,Islands,8000,4.6,"-1,160",10.334322,123.9003004,Central Visayas,,,,,,
Sumilon Island,Islands,8000,4.3,-895,10.334322,123.9003004,Central Visayas,,,,,,
Lake Balinsasayao,Lakes,8000,4.4,"-1,823",10.334322,123.9003004,Central Visayas,,,,,,
Lake Balanan,Lakes,8000,4.6,-491,10.334322,123.9003004,Central Visayas,,,,,,
Lake Danao,Lakes,8000,4.4,"-11,333",10.334322,123.9003004,Central Visayas,,,,,,
Malubog Lake,Lakes,8000,4.2,"-9,761",10.3688727,123.7970345,Central Visayas,,,,,,
Cabilao Island Lake,Lakes,8000,4.4,-253,10.3833317,123.9422926,Central Visayas,,,,,,
Buswang Lake,Lakes,8000,4.8,-8,10.2467206,123.1185119,Central Visayas,,,,,,
,,,4.8,-13,10.2467206,123.1185119,Central Visayas,,,,,,
,,,4,-306,10.2467206,123.1185119,Central Visayas,,,,,,
,,,4.6,-394,10.2467206,123.1185119,Central Visayas,,,,,,
,,,4.1,-55,10.2467206,123.1185119,Central Visayas,,,,,,
,,,4,-17,10.2467206,123.1185119,Central Visayas,,,,,,
,,,4.4,-406,10.2467206,123.1185119,Central Visayas,,,,,,
,,,4.5,"-1,263",10.812661,122.7493097,Central Visayas,,,,,,
,,,4.5,-655,10.812661,122.7493097,Central Visayas,,,,,,
,,,4.6,-788,10.812661,122.7493097,Central Visayas,,,,,,
,,,4.2,-91,10.812661,122.7493097,Central Visayas,,,,,,
,,,4.5,"-1,675",10.812661,122.7493097,Central Visayas,,,,,,
,,,4.3,-315,10.812661,122.7493097,Central Visayas,,,,,,
,,,4.5,-360,10.812661,122.7493097,Central Visayas,,,,,,
,,,4.7,-39,10.1962005,123.0192483,Central Visayas,,,,,,
,,,4.1,-45,10.1962005,123.0192483,Central Visayas,,,,,,
,,,5,-3,10.1962005,123.0192483,Central Visayas,,,,,,
,,,4.5,-80,10.1962005,123.0192483,Central Visayas,,,,,,
,,,4.5,-62,10.1962005,123.0192483,Central Visayas,,,,,,
,,,4.8,-4,10.1962005,123.0192483,Central Visayas,,,,,,
,,,4.2,-34,10.1962005,123.0192483,Central Visayas,,,,,,
,,,4.4,"-1,823",10.0058378,123.5746835,Central Visayas,,,,,,
,,,4.4,-29,10.0058378,123.5746835,Central Visayas,,,,,,
,,,4.6,"-1,160",10.0058378,123.5746835,Central Visayas,,,,,,
,,,4.4,"-11,333",10.0058378,123.5746835,Central Visayas,,,,,,
,,,4.3,-895,10.0058378,123.5746835,Central Visayas,,,,,,
,,,4.4,-253,10.0058378,123.5746835,Central Visayas,,,,,,
,,,4.6,-491,10.0058378,123.5746835,Central Visayas,,,,,,
Viga Spring,Tourist,8000,4.7,-35,11.1984053,124.4085064,Eastern Visayas,,,,,,
Linao Cave and Lagoon,Tourist,8000,4.6,-97,11.1984053,124.4085064,Eastern Visayas,,,,,,
Gunhuban Falls,Tourist,8000,4.2,-50,11.1984053,124.4085064,Eastern Visayas,,,,,,
Kalabato Hot Springs and Eco-Park,Tourist,8000,4.4,-41,11.1984053,124.4085064,Eastern Visayas,,,,,,
MADONNA OF JAPAN,Tourist,8000,3.5,-42,11.1984053,124.4085064,Eastern Visayas,,,,,,
Busay Falls,Tourist,8000,4.3,-39,11.1984053,124.4085064,Eastern Visayas,,,,,,
Lintaon Peak,Tourist,8000,4.3,-310,11.1984053,124.4085064,Eastern Visayas,,,,,,
Mount Pangasugan,Mountains,8000,5,-4,10.9748404,124.1531055,Eastern Visayas,,,,,,
Mt. Aminduen (Alto Peak),Mountains,8000,4.8,-29,10.9748404,124.1531055,Eastern Visayas,,,,,,
Mountain,Mountains,8000,4.2,-6,10.9748404,124.1531055,Eastern Visayas,,,,,,
Alto Peak,Mountains,8000,4.5,-13,10.9748404,124.1531055,Eastern Visayas,,,,,,
Mount Tabunan,Mountains,8000,2.5,-2,10.9748404,124.1531055,Eastern Visayas,,,,,,
Bagahupi Peak,Mountains,8000,5,-1,10.9748404,124.1531055,Eastern Visayas,,,,,,
Mount Gumdalitan,Mountains,8000,N/A,N/A,10.9748404,124.1531055,Eastern Visayas,,,,,,
Tinago Falls,Waterfalls,8000,4.4,-178,11.3229955,123.5142921,Eastern Visayas,,,,,,
Tomalistis Falls,Waterfalls,8000,4.5,-122,11.3229955,123.5142921,Eastern Visayas,,,,,,
Pangi Falls,Waterfalls,8000,4.9,-13,11.3229955,123.5142921,Eastern Visayas,,,,,,
Lulugayan Falls & Eco Village,Waterfalls,8000,4.5,-123,11.3229955,123.5142921,Eastern Visayas,,,,,,
Waterfall,Waterfalls,8000,5,-3,11.3229955,123.5142921,Eastern Visayas,,,,,,
Tarangban Falls,Waterfalls,8000,4.2,-50,11.3229955,123.5142921,Eastern Visayas,,,,,,
Lover's Cave,Beaches,8000,4.7,-82,11.3229955,123.5142921,Eastern Visayas,,,,,,
Sambauan Beach,Beaches,8000,4,-14,11.7153625,124.2578439,Eastern Visayas,,,,,,
Bruno Beach,Beaches,8000,4.6,-81,11.7153625,124.2578439,Eastern Visayas,,,,,,
Visayas State University Beach,Beaches,8000,4.2,-20,11.7153625,124.2578439,Eastern Visayas,,,,,,
Abijao Bituon Beach,Beaches,8000,4.8,-4,11.7153625,124.2578439,Eastern Visayas,,,,,,
Abijao Lane Beach,Beaches,8000,4.6,-5,11.7153625,124.2578439,Eastern Visayas,,,,,,
Alegree Beach,Beaches,8000,3.9,-12,11.7153625,124.2578439,Eastern Visayas,,,,,,
"MacArthur Leyte Landing Memorial National Park, Palo",Historical,8000,4.4,-19,11.7153625,124.2578439,Eastern Visayas,,,,,,
Balangiga Bells,Historical,8000,4.5,"-3,230",11.4215973,123.4439539,Eastern Visayas,,,,,,
Santo Niño Shrine and Heritage Museum,Historical,8000,4.6,-259,11.4215973,123.4439539,Eastern Visayas,,,,,,
M/V Eva Jocelyn Shrine,Historical,8000,4.2,-449,11.4215973,123.4439539,Eastern Visayas,,,,,,
Uswag Pambujan Landmark,Historical,8000,4.2,-316,11.4215973,123.4439539,Eastern Visayas,,,,,,
Gabaldon Ruins,Historical,8000,4.3,-73,11.4215973,123.4439539,Eastern Visayas,,,,,,
Grand Canyon,Historical,8000,4.4,-12,11.4215973,123.4439539,Eastern Visayas,,,,,,
Lake Danao Natural Park,Parks,8000,5,-3,11.4215973,123.4439539,Eastern Visayas,,,,,,
Canhugas Nature Park,Parks,8000,4.6,-281,11.4680894,123.7478489,Eastern Visayas,,,,,,
Minasangay Island Ecological Park and Resort,Parks,8000,4.6,-156,11.4680894,123.7478489,Eastern Visayas,,,,,,
Sohoton Caves & Natural Bridge Park,Parks,8000,4.6,-150,11.4680894,123.7478489,Eastern Visayas,,,,,,
Palompon Eco-Adventure Park,Parks,8000,4.7,-171,11.4680894,123.7478489,Eastern Visayas,,,,,,
Canjaway Nature Park,Parks,8000,4.5,-14,11.4680894,123.7478489,Eastern Visayas,,,,,,
Samar Archaeological Museum,Museums,8000,4.3,-310,11.4680894,123.7478489,Eastern Visayas,,,,,,
Nuestra Señora de Salvacion Historical and Ecclesiastical Museum,Museums,8000,4.3,-8,11.4680894,123.7478489,Eastern Visayas,,,,,,
New Art Museum,Museums,8000,4.2,-449,11.7628779,120.7109285,Eastern Visayas,,,,,,
Museum of Art,Museums,8000,4.2,-37,11.7628779,120.7109285,Eastern Visayas,,,,,,
National Museum of Fine Arts,Museums,8000,5,-1,11.7628779,120.7109285,Eastern Visayas,,,,,,
Ginduyanan Cove,Natural,8000,4.8,-28,11.7628779,120.7109285,Eastern Visayas,,,,,,
Mondelos Nature Park,Natural,8000,4.9,-8,11.7628779,120.7109285,Eastern Visayas,,,,,,
"Mahagnao Lake, Mahagnao Volcano Natural Park",Natural,8000,4.7,"-8,694",11.7628779,120.7109285,Eastern Visayas,,,,,,
Historic Spanish Jail,Landmarks,8000,4.6,-259,11.7628779,120.7109285,Eastern Visayas,,,,,,
Capul Island Lighthouse,Landmarks,8000,4.6,-156,11.0138579,124.3286502,Eastern Visayas,,,,,,
Bel-at Rock Formation,Cultural,8000,4.6,-46,11.0138579,124.3286502,Eastern Visayas,,,,,,
Limasawa Quincentennial Historical Marker,Cultural,8000,4.6,-281,11.0138579,124.3286502,Eastern Visayas,,,,,,
Guinogo-an Cave,Caves,8000,4.7,-171,11.0138579,124.3286502,Eastern Visayas,,,,,,
Hitoog Cave,Caves,8000,4.6,-53,11.0138579,124.3286502,Eastern Visayas,,,,,,
Cambaro Caves,Caves,8000,4.4,-41,11.0138579,124.3286502,Eastern Visayas,,,,,,
Langun-Gobingob Caves,Caves,8000,3.6,-7,11.0138579,124.3286502,Eastern Visayas,,,,,,
Hindang Cave and Wild Monkeys,Caves,8000,4.2,-316,11.4215973,123.471326,Eastern Visayas,,,,,,
San Pedro Island,Islands,8000,4.7,-11,11.4215973,123.471326,Eastern Visayas,,,,,,
Samar Island,Islands,8000,4.5,"-3,230",11.4215973,123.471326,Eastern Visayas,,,,,,
Biri Island,Islands,8000,4.6,-259,11.4215973,123.471326,Eastern Visayas,,,,,,
Libucan Daco Island,Islands,8000,4.7,-61,11.4215973,123.471326,Eastern Visayas,,,,,,
Talisay Island,Islands,8000,4.3,-73,11.4215973,123.471326,Eastern Visayas,,,,,,
Apiton Island,Islands,8000,5,-3,11.4215973,123.471326,Eastern Visayas,,,,,,
Buri Island,Islands,8000,4.2,-449,11.3066665,123.8073163,Eastern Visayas,,,,,,
Bito Lake,Lakes,8000,4.8,-100,11.3066665,123.8073163,Eastern Visayas,,,,,,
Lake Danao,Lakes,8000,4.7,-171,11.3066665,123.8073163,Eastern Visayas,,,,,,
Lake Janagdan,Lakes,8000,4.7,-11,11.3066665,123.8073163,Eastern Visayas,,,,,,
Cabalian Lake,Lakes,8000,4.5,-2,11.3066665,123.8073163,Eastern Visayas,,,,,,
Lagbangan Lake,Lakes,8000,4.4,-12,11.3066665,123.8073163,Eastern Visayas,,,,,,
Agas-Agas Bridge,Heritage,8000,4.5,-123,11.3066665,123.8073163,Eastern Visayas,,,,,,
Lighthouse Boronggan,Heritage,8000,4.6,-97,11.3176557,123.7165147,Eastern Visayas,,,,,,
,,,4.9,-9,11.3176557,123.7165147,Eastern Visayas,,,,,,
,,,4.6,-10,11.3176557,123.7165147,Eastern Visayas,,,,,,
,,,3.7,-7,11.3176557,123.7165147,Eastern Visayas,,,,,,
,,,4.1,-10,11.3176557,123.7165147,Eastern Visayas,,,,,,
,,,4.7,-171,11.3176557,123.7165147,Eastern Visayas,,,,,,
,,,4.6,-103,11.3176557,123.7165147,Eastern Visayas,,,,,,
,,,4.3,-25,11.5629559,124.2927863,Eastern Visayas,,,,,,
,,,4,-3,11.5629559,124.2927863,Eastern Visayas,,,,,,
,,,4.8,-41,12.6680556,123.157462,Eastern Visayas,,,,,,
,,,4.6,-11,12.6680556,123.157462,Eastern Visayas,,,,,,
,,,N/A,N/A,12.6680556,123.157462,Eastern Visayas,,,,,,
,,,4.6,-20,12.6680556,123.157462,Eastern Visayas,,,,,,
,,,4.7,-9,12.6680556,123.157462,Eastern Visayas,,,,,,
,,,4.6,-281,11.3725174,123.5188464,Eastern Visayas,,,,,,
,,,2.8,-4,11.3725174,123.5188464,Eastern Visayas,,,,,,
,,,4.6,-128,11.3725174,123.5188464,Eastern Visayas,,,,,,
,,,4.8,-28,11.3725174,123.5188464,Eastern Visayas,,,,,,
,,,3.7,-6,11.3725174,123.5188464,Eastern Visayas,,,,,,
,,,4.2,-6,11.3725174,123.5188464,Eastern Visayas,,,,,,
,,,5,-2,11.3725174,123.5188464,Eastern Visayas,,,,,,
,,,4.6,-259,11.4140587,123.4713259,Eastern Visayas,,,,,,
,,,4.2,-449,11.4140587,123.4713259,Eastern Visayas,,,,,,
,,,4.2,-316,11.4140587,123.4713259,Eastern Visayas,,,,,,
,,,4.3,-73,11.4140587,123.4713259,Eastern Visayas,,,,,,
,,,4.7,-171,11.4140587,123.4713259,Eastern Visayas,,,,,,
,,,4.7,-583,11.4140587,123.4713259,Eastern Visayas,,,,,,
,,,5,-1,11.4140587,123.4713259,Eastern Visayas,,,,,,
Paseo del Mar,Tourist,8000,4.3,"-2,174",7.7849084,122.0529638,Zamboanga Peninsula,,,,,,
Merloquet Falls,Tourist,8000,4.5,-115,7.7849084,122.0529638,Zamboanga Peninsula,,,,,,
Pasonanca Tree House,Tourist,8000,4.3,-101,7.7849084,122.0529638,Zamboanga Peninsula,,,,,,
Dulian Falls,Tourist,8000,4.6,-16,7.7849084,122.0529638,Zamboanga Peninsula,,,,,,
Bagacay Falls,Tourist,8000,5,-8,7.7849084,122.0529638,Zamboanga Peninsula,,,,,,
Cesar Climaco Freedom Park - Abong-abong,Tourist,8000,4.5,-226,7.7849084,122.0529638,Zamboanga Peninsula,,,,,,
Lantawan Grassland,Tourist,8000,4.5,-304,7.7849084,122.0529638,Zamboanga Peninsula,,,,,,
Mount Pulong Bato,Mountains,8000,4.6,-16,6.9723918,120.8536094,Zamboanga Peninsula,,,,,,
Sacred Mountains,Mountains,8000,N/A,N/A,6.9723918,120.8536094,Zamboanga Peninsula,,,,,,
Lacauwan Mountains,Mountains,8000,N/A,N/A,6.9723918,120.8536094,Zamboanga Peninsula,,,,,,
Tamaraw Mountains,Mountains,8000,N/A,N/A,6.9723918,120.8536094,Zamboanga Peninsula,,,,,,
Gilian Mountains,Mountains,8000,N/A,N/A,6.9723918,120.8536094,Zamboanga Peninsula,,,,,,
Bigong Mountains,Mountains,8000,5,-1,6.9723918,120.8536094,Zamboanga Peninsula,,,,,,
Mount Dansalan,Mountains,8000,4,-1,6.9723918,120.8536094,Zamboanga Peninsula,,,,,,
Situbo Falls,Waterfalls,8000,4.5,-115,7.8141252,122.0619786,Zamboanga Peninsula,,,,,,
Manga Falls,Waterfalls,8000,4.7,-75,7.8141252,122.0619786,Zamboanga Peninsula,,,,,,
Nido Falls,Waterfalls,8000,4.6,-16,7.8141252,122.0619786,Zamboanga Peninsula,,,,,,
Hermosa Falls,Waterfalls,8000,5,-8,7.8141252,122.0619786,Zamboanga Peninsula,,,,,,
Bolong Beach,Beaches,8000,4.5,-18,7.8141252,122.0619786,Zamboanga Peninsula,,,,,,
Arcillas Beach,Beaches,8000,4.8,-4,7.8141252,122.0619786,Zamboanga Peninsula,,,,,,
Tamangan Beach,Beaches,8000,4.6,-25,7.8141252,122.0619786,Zamboanga Peninsula,,,,,,
Kabungan Beach,Beaches,8000,4.3,-99,7.7863771,122.0514108,Zamboanga Peninsula,,,,,,
Sirumon Beach,Beaches,8000,4.1,-22,7.7863771,122.0514108,Zamboanga Peninsula,,,,,,
Buli Mumpung Beach,Beaches,8000,4.4,-21,7.7863771,122.0514108,Zamboanga Peninsula,,,,,,
Bisaya-Bisaya Beach,Beaches,8000,5,-1,7.7863771,122.0514108,Zamboanga Peninsula,,,,,,
National Museum - Fort Pilar - Zamboanga City,Historical,8000,4.6,-25,7.7863771,122.0514108,Zamboanga Peninsula,,,,,,
Fort Pilar Shrine,Historical,8000,4.8,-5,7.7863771,122.0514108,Zamboanga Peninsula,,,,,,
Punto de Desembarco de Rizal en Dapitan,Historical,8000,4.6,-21,7.7863771,122.0514108,Zamboanga Peninsula,,,,,,
Rizal shrine,Historical,8000,4.6,-382,7.7850851,122.1534015,Zamboanga Peninsula,,,,,,
Welcome to Zamboanga Sibugay Arch,Historical,8000,4.7,-872,7.7850851,122.1534015,Zamboanga Peninsula,,,,,,
Rizal Landing Site - Dapitan,Historical,8000,4.5,-448,7.7850851,122.1534015,Zamboanga Peninsula,,,,,,
Dapitan City Plaza,Historical,8000,4.8,-15,7.7850851,122.1534015,Zamboanga Peninsula,,,,,,
Pasonanca Park,Parks,8000,4.6,-35,7.7850851,122.1534015,Zamboanga Peninsula,,,,,,
Rizal Park,Parks,8000,4.7,-6,7.7850851,122.1534015,Zamboanga Peninsula,,,,,,
Butterfly Garden,Parks,8000,4.5,-278,7.7850851,122.1534015,Zamboanga Peninsula,,,,,,
King-Prince Forest Nature Park,Parks,8000,4.3,-527,7.7846911,122.0938105,Zamboanga Peninsula,,,,,,
El Museo de Zamboanga,Museums,8000,4.5,-226,7.7846911,122.0938105,Zamboanga Peninsula,,,,,,
Rizal Park and Shrine Dapitan,Museums,8000,4.2,-133,7.7846911,122.0938105,Zamboanga Peninsula,,,,,,
Zamboanga Del Norte Provincial Museum,Museums,8000,4.2,-249,7.7846911,122.0938105,Zamboanga Peninsula,,,,,,
"??? ""??????? ?? ?????? ???????""",Museums,8000,4.3,-101,7.7846911,122.0938105,Zamboanga Peninsula,,,,,,
Zamboanga,Museums,8000,4.3,"-2,174",7.7846911,122.0938105,Zamboanga Peninsula,,,,,,
Sungkilaw Falls,Natural,8000,4.7,-7,7.7846911,122.0938105,Zamboanga Peninsula,,,,,,
Zamboanga City Hall,Landmarks,8000,4.6,-382,7.7850851,122.0828607,Zamboanga Peninsula,,,,,,
Plaza Pershing,Landmarks,8000,4.2,-13,7.7850851,122.0828607,Zamboanga Peninsula,,,,,,
Yakan Village,Cultural,8000,4.7,-872,7.7850851,122.0828607,Zamboanga Peninsula,,,,,,
Ipil Rotunda Obelisk,Cultural,8000,4.6,"-1,141",7.7850851,122.0828607,Zamboanga Peninsula,,,,,,
Moalboal Cave,Caves,8000,4,-5,7.7850851,122.0828607,Zamboanga Peninsula,,,,,,
El Abuyadero Cave and WaterSpring,Caves,8000,5,-3,7.7850851,122.0828607,Zamboanga Peninsula,,,,,,
Balumbunan Cave and Submerged River,Caves,8000,5,-2,6.956741,120.7409074,Zamboanga Peninsula,,,,,,
CATHERAL CAVE(WALING-WALING CAVE),Caves,8000,4.5,-115,7.7989373,122.0846245,Zamboanga Peninsula,,,,,,
Jauculan Cave,Caves,8000,4.3,-527,7.7989373,122.0846245,Zamboanga Peninsula,,,,,,
Pugapo Cave,Caves,8000,4.6,-16,7.7989373,122.0846245,Zamboanga Peninsula,,,,,,
Kendis Cave,Caves,8000,4.3,"-2,174",7.7989373,122.0846245,Zamboanga Peninsula,,,,,,
Grande Santa Cruz Island,Islands,8000,4.2,-249,7.7989373,122.0846245,Zamboanga Peninsula,,,,,,
Little Santa Cruz Island,Islands,8000,4.5,-226,7.7989373,122.0846245,Zamboanga Peninsula,,,,,,
Mindanao,Islands,8000,4.5,-50,7.7989373,122.0846245,Zamboanga Peninsula,,,,,,
Sacol Island,Islands,8000,4.7,-872,7.7847855,122.1509357,Zamboanga Peninsula,,,,,,
Malanipa Island,Islands,8000,4.6,-382,7.7847855,122.1509357,Zamboanga Peninsula,,,,,,
Vitali Island,Islands,8000,4.3,-244,7.7847855,122.1509357,Zamboanga Peninsula,,,,,,
Aliguay Island,Islands,8000,4.5,-448,7.7847855,122.1509357,Zamboanga Peninsula,,,,,,
Lake Dasay,Lakes,8000,4.8,-15,7.7847855,122.1509357,Zamboanga Peninsula,,,,,,
Wood Lake,Lakes,8000,4.1,-604,7.7847855,122.1509357,Zamboanga Peninsula,,,,,,
Kalawit Lake,Lakes,8000,4.5,-278,7.7847855,122.1509357,Zamboanga Peninsula,,,,,,
,,,4.6,-382,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.7,-872,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.5,-448,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.6,"-1,141",7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.5,-166,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.8,-15,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.5,-977,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,5,-6,7.8098502,122.1473493,Zamboanga Peninsula,,,,,,
,,,4.8,-6,7.8098502,122.1473493,Zamboanga Peninsula,,,,,,
,,,4.6,-8,7.8098502,122.1473493,Zamboanga Peninsula,,,,,,
,,,5,-3,7.8098502,122.1473493,Zamboanga Peninsula,,,,,,
,,,4.5,-6,7.8098502,122.1473493,Zamboanga Peninsula,,,,,,
,,,5,-2,7.8098502,122.1473493,Zamboanga Peninsula,,,,,,
,,,3.8,-6,7.8098502,122.1473493,Zamboanga Peninsula,,,,,,
,,,4.5,-112,6.866581,119.6248938,Zamboanga Peninsula,,,,,,
,,,4.1,-15,6.866581,119.6248938,Zamboanga Peninsula,,,,,,
,,,4.5,"-2,413",6.866581,119.6248938,Zamboanga Peninsula,,,,,,
,,,4.3,-12,6.866581,119.6248938,Zamboanga Peninsula,,,,,,
,,,4,-9,6.866581,119.6248938,Zamboanga Peninsula,,,,,,
,,,3.5,-10,6.866581,119.6248938,Zamboanga Peninsula,,,,,,
,,,4.7,-10,6.866581,119.6248938,Zamboanga Peninsula,,,,,,
,,,4.3,-18,7.7966319,122.7269814,Zamboanga Peninsula,,,,,,
,,,4.3,-28,7.7966319,122.7269814,Zamboanga Peninsula,,,,,,
,,,3.8,-6,7.9303739,122.2269232,Zamboanga Peninsula,,,,,,
,,,4.6,-382,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.7,-872,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.5,-448,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.8,-15,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.6,-35,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.1,-604,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
,,,4.5,-977,7.7847855,122.0698793,Zamboanga Peninsula,,,,,,
Alalum Falls,Tourist,8000,4.4,-182,8.3101171,124.1088559,Northern Mindanao,,,,,,
The Overview Park,Tourist,8000,4.5,"-1,582",8.3101171,124.1088559,Northern Mindanao,,,,,,
Mapawa Nature Park,Tourist,8000,4.3,-101,8.3101171,124.1088559,Northern Mindanao,,,,,,
Panimahawa Ridge,Tourist,8000,4.8,-202,8.3101171,124.1088559,Northern Mindanao,,,,,,
Gaston Park,Tourist,8000,4.3,"-2,075",8.3101171,124.1088559,Northern Mindanao,,,,,,
Bolyok Falls,Tourist,8000,5,-12,8.3101171,124.1088559,Northern Mindanao,,,,,,
Camarahan Ridge,Tourist,8000,4.6,-22,8.3101171,124.1088559,Northern Mindanao,,,,,,
Mount Capistrano,Mountains,8000,4.6,-37,8.1180337,123.9362561,Northern Mindanao,,,,,,
Mount Dulang-Dulang,Mountains,8000,4.9,-43,8.1180337,123.9362561,Northern Mindanao,,,,,,
Palaopao Mountains,Mountains,8000,4.7,-10,8.1180337,123.9362561,Northern Mindanao,,,,,,
Mount Mangabon,Mountains,8000,3.6,-39,8.1180337,123.9362561,Northern Mindanao,,,,,,
Kalatungan Mountains,Mountains,8000,4.6,-37,8.1180337,123.9362561,Northern Mindanao,,,,,,
Nunungan Mountains,Mountains,8000,4,-1,8.1180337,123.9362561,Northern Mindanao,,,,,,
Mount Balatukan,Mountains,8000,4.8,-13,8.1180337,123.9362561,Northern Mindanao,,,,,,
Tinago Falls,Waterfalls,8000,4.7,"-1,014",8.1793462,123.8058075,Northern Mindanao,,,,,,
Poldo Falls,Waterfalls,8000,5,-14,8.1793462,123.8058075,Northern Mindanao,,,,,,
Matigol Falls,Waterfalls,8000,4.6,-122,8.1793462,123.8058075,Northern Mindanao,,,,,,
Mimbalot Falls,Waterfalls,8000,4.4,-288,8.1793462,123.8058075,Northern Mindanao,,,,,,
Kalubihon Falls,Waterfalls,8000,4.6,-20,8.1793462,123.8058075,Northern Mindanao,,,,,,
Sinulom Falls,Waterfalls,8000,4.4,-349,8.1793462,123.8058075,Northern Mindanao,,,,,,
Limunsudan Falls,Waterfalls,8000,4.4,-76,8.1793462,123.8058075,Northern Mindanao,,,,,,
Kolambugan Beach,Beaches,8000,3.6,-25,8.1961698,123.7389778,Northern Mindanao,,,,,,
Tacub Beach,Beaches,8000,4.1,-25,8.1961698,123.7389778,Northern Mindanao,,,,,,
Pajo Beach,Beaches,8000,3,-3,8.1961698,123.7389778,Northern Mindanao,,,,,,
Baylimango Beach,Beaches,8000,5,-3,8.6509127,122.8780105,Northern Mindanao,,,,,,
Saray Beach,Beaches,8000,4.1,-9,8.2366288,123.6265134,Northern Mindanao,,,,,,
Public Beach,Beaches,8000,4.1,-63,8.2366288,123.6265134,Northern Mindanao,,,,,,
Aloha Beach,Beaches,8000,3.6,-29,8.2366288,123.6265134,Northern Mindanao,,,,,,
Macaraeg-Macapagal Ancestral House,Historical,8000,4.2,-92,8.5127767,123.6144255,Northern Mindanao,,,,,,
Macahambus Cave,Historical,8000,4.2,-166,8.5127767,123.6144255,Northern Mindanao,,,,,,
Memorial Shrine Of Flight 387,Historical,8000,4.3,-351,8.5127767,123.6144255,Northern Mindanao,,,,,,
